cliente_id,region,experiencia_digital,satisfaccion_servicio,ingreso_anual_soles,gasto_mensual_soles,ratio_deuda,indice_ahorro,clase
CLI-01117,Lima,Alto,Baja,27493.82,1234.54,0.2068,0.6867,Clase_A_bajo_riesgo
CLI-00298,Lima,Bajo,Muy alta,92053.88,4849.59,0.2395,0.6924,Clase_B_riesgo_medio
CLI-00532,Junín,Alto,Muy alta,55957.54,2732.35,0.0973,0.819,Clase_A_bajo_riesgo
CLI-01686,Piura,Medio,Muy alta,47390.33,2179.82,0.02,0.9001,Clase_B_riesgo_medio
CLI-01774,Junín,Alto,Muy baja,25779.21,1567.7,0.6439,0.2506,Clase_C_alto_riesgo
CLI-00073,Lima,Bajo,Media,35997.13,1990.28,0.2295,0.7406,Clase_B_riesgo_medio
CLI-01820,Lima,Medio,Baja,52261.4,2875.13,0.3443,0.5014,Clase_C_alto_riesgo
CLI-01204,Lima,Alto,Media,43332.03,2510.84,0.3663,0.6249,Clase_B_riesgo_medio
CLI-01828,Junín,Medio,Muy alta,93116.17,4614.29,0.02,0.7966,Clase_A_bajo_riesgo
CLI-00746,Piura,Alto,Media,41432.79,2115.55,0.3133,0.6877,Clase_B_riesgo_medio
CLI-01429,Cusco,Alto,Media,87393.47,5201.6,0.2839,0.7269,Clase_A_bajo_riesgo
CLI-01220,Lima,Alto,Media,128796.18,6005.58,0.2389,0.6653,Clase_A_bajo_riesgo
CLI-00627,Arequipa,Bajo,Muy baja,50335.23,2563.86,0.6092,0.2151,Clase_C_alto_riesgo
CLI-00305,La Libertad,Muy alto,Media,74573.73,3804.39,0.2063,0.5847,Clase_A_bajo_riesgo
CLI-00998,Lima,Medio,Muy baja,46050.33,2378.1,0.7091,0.0807,Clase_C_alto_riesgo
CLI-00618,Lima,Bajo,Muy baja,50472.61,2382.43,0.5693,0.3496,Clase_C_alto_riesgo
CLI-01751,Arequipa,Alto,Media,65629.5,3112.4,0.3434,0.5716,Clase_B_riesgo_medio
CLI-00037,Lima,Bajo,Baja,23545.38,1279.38,0.1334,0.679,Clase_B_riesgo_medio
CLI-01348,Lima,Bajo,Baja,48736.04,2364.97,0.5753,0.2696,Clase_C_alto_riesgo
CLI-01456,Junín,Bajo,Alta,34727.87,2157.97,0.4622,0.4993,Clase_C_alto_riesgo
CLI-00663,Cusco,Bajo,Alta,36244.33,2036.6,0.2515,0.6323,Clase_B_riesgo_medio
CLI-01177,La Libertad,Alto,Alta,70951.69,3670.97,0.313,0.57,Clase_B_riesgo_medio
CLI-01849,Piura,Alto,Media,88293.64,4906.96,0.2425,0.5894,Clase_A_bajo_riesgo
CLI-01622,Lima,Bajo,Media,15000.0,891.92,0.2968,0.6508,Clase_B_riesgo_medio
CLI-01578,Cusco,Medio,Alta,71968.16,3589.29,0.3652,0.4441,Clase_C_alto_riesgo
CLI-00083,Lima,Medio,Muy baja,50249.19,2667.24,0.4985,0.3836,Clase_C_alto_riesgo
CLI-01847,Lima,Muy alto,Media,92825.35,4774.4,0.4213,0.5669,Clase_A_bajo_riesgo
CLI-01252,Arequipa,Bajo,Baja,58861.6,2988.74,0.3846,0.4692,Clase_C_alto_riesgo
CLI-00103,Lima,Bajo,Muy baja,38542.55,2634.53,0.3615,0.3957,Clase_C_alto_riesgo
CLI-00862,Arequipa,Medio,Baja,48364.69,2875.96,0.3859,0.583,Clase_C_alto_riesgo
CLI-01572,Lima,Medio,Media,50380.06,2924.37,0.2416,0.6552,Clase_B_riesgo_medio
CLI-00243,Junín,Medio,Media,60279.25,2558.61,0.412,0.4945,Clase_C_alto_riesgo
CLI-01926,Lima,Bajo,Baja,28104.45,1514.61,0.4003,0.4836,Clase_C_alto_riesgo
CLI-00522,Lima,Bajo,Baja,40871.45,1854.7,0.4313,0.4227,Clase_C_alto_riesgo
CLI-01715,Lima,Muy alto,Alta,43786.19,1632.32,0.2266,0.8677,Clase_A_bajo_riesgo
CLI-00638,Lima,Alto,Baja,52379.35,2863.94,0.3428,0.6299,Clase_B_riesgo_medio
CLI-00542,Cusco,Alto,Muy alta,54467.86,3069.57,0.1238,0.7575,Clase_A_bajo_riesgo
CLI-00458,Arequipa,Medio,Baja,66115.75,2290.5,0.3398,0.5707,Clase_B_riesgo_medio
CLI-00161,Lima,Medio,Muy alta,76596.45,3763.73,0.0816,0.6581,Clase_B_riesgo_medio
CLI-01342,Arequipa,Medio,Muy baja,31767.79,1866.72,0.5816,0.4693,Clase_C_alto_riesgo
CLI-00684,La Libertad,Medio,Baja,38188.14,1701.28,0.3962,0.4409,Clase_C_alto_riesgo
CLI-00256,Cusco,Medio,Muy baja,36454.37,2147.22,0.798,0.0363,Clase_C_alto_riesgo
CLI-01036,La Libertad,Bajo,Muy baja,16780.47,1110.97,0.4441,0.3579,Clase_C_alto_riesgo
CLI-01490,Arequipa,Medio,Baja,49358.77,2256.28,0.3978,0.471,Clase_B_riesgo_medio
CLI-00126,Arequipa,Alto,Muy alta,82706.47,4260.17,0.3657,0.5087,Clase_A_bajo_riesgo
CLI-00822,Lima,Bajo,Muy baja,28314.55,1267.72,0.499,0.4618,Clase_C_alto_riesgo
CLI-00112,Lima,Bajo,Baja,53942.07,2734.52,0.4151,0.5084,Clase_C_alto_riesgo
CLI-00813,Lima,Alto,Baja,50973.74,3133.73,0.323,0.577,Clase_B_riesgo_medio
CLI-01212,Arequipa,Alto,Baja,64527.25,3128.48,0.4682,0.371,Clase_C_alto_riesgo
CLI-01126,Cusco,Medio,Media,72386.75,3317.15,0.2814,0.5586,Clase_B_riesgo_medio
CLI-00479,Junín,Bajo,Alta,37091.14,2084.89,0.3292,0.6115,Clase_B_riesgo_medio
CLI-00843,Lima,Muy alto,Alta,50608.38,2304.53,0.2292,0.7241,Clase_A_bajo_riesgo
CLI-01322,Lima,Bajo,Media,62974.1,2951.84,0.2823,0.5869,Clase_B_riesgo_medio
CLI-01007,La Libertad,Alto,Muy alta,50289.22,2565.34,0.1382,0.8257,Clase_A_bajo_riesgo
CLI-00467,Lima,Medio,Muy alta,102862.81,6317.9,0.1436,0.8036,Clase_A_bajo_riesgo
CLI-00060,Lima,Medio,Media,40974.68,2343.83,0.1102,0.8369,Clase_A_bajo_riesgo
CLI-00674,Arequipa,Bajo,Media,34518.38,1962.08,0.2664,0.6153,Clase_C_alto_riesgo
CLI-01390,Arequipa,Alto,Alta,57999.61,2926.66,0.3067,0.6882,Clase_A_bajo_riesgo
CLI-01510,La Libertad,Bajo,Alta,79446.07,3675.66,0.3323,0.4945,Clase_C_alto_riesgo
CLI-00967,La Libertad,Alto,Alta,66630.46,3704.55,0.3944,0.6334,Clase_A_bajo_riesgo
CLI-00394,La Libertad,Bajo,Baja,23253.56,1742.58,0.2206,0.571,Clase_B_riesgo_medio
CLI-01738,Lima,Alto,Baja,59057.04,3220.07,0.3608,0.4213,Clase_C_alto_riesgo
CLI-00606,Arequipa,Medio,Muy alta,68380.73,3065.29,0.0694,0.8086,Clase_A_bajo_riesgo
CLI-01473,Piura,Medio,Media,27803.68,1058.94,0.318,0.5833,Clase_C_alto_riesgo
CLI-01127,Lima,Alto,Alta,44088.08,1949.82,0.1981,0.6535,Clase_B_riesgo_medio
CLI-00110,Lima,Muy alto,Baja,60861.56,2902.34,0.5292,0.3518,Clase_C_alto_riesgo
CLI-00534,Cusco,Bajo,Alta,58046.4,2326.42,0.1083,0.7561,Clase_B_riesgo_medio
CLI-00007,Lima,Medio,Media,32252.22,1697.21,0.2869,0.6722,Clase_B_riesgo_medio
CLI-00792,Cusco,Muy alto,Media,43216.1,1936.44,0.02,0.8818,Clase_A_bajo_riesgo
CLI-01851,Lima,Medio,Alta,37835.06,2278.65,0.2612,0.5306,Clase_C_alto_riesgo
CLI-01016,Junín,Medio,Media,34642.15,1471.27,0.02,0.8039,Clase_A_bajo_riesgo
CLI-01157,Lima,Muy alto,Muy alta,60141.94,3482.87,0.02,0.8491,Clase_A_bajo_riesgo
CLI-01247,Lima,Medio,Alta,47687.94,2820.14,0.2816,0.6119,Clase_B_riesgo_medio
CLI-01199,La Libertad,Bajo,Alta,45994.32,2799.07,0.1502,0.7076,Clase_B_riesgo_medio
CLI-01254,Lima,Bajo,Media,41224.63,2322.17,0.2806,0.6869,Clase_B_riesgo_medio
CLI-00425,Lima,Medio,Muy alta,103750.02,5781.1,0.2113,0.6545,Clase_A_bajo_riesgo
CLI-01354,La Libertad,Medio,Media,74754.85,4095.48,0.3196,0.5503,Clase_B_riesgo_medio
CLI-01312,Piura,Medio,Muy alta,57942.2,2616.31,0.3734,0.6416,Clase_B_riesgo_medio
CLI-00357,Lima,Alto,Muy alta,69927.38,3602.73,0.1436,0.7585,Clase_A_bajo_riesgo
CLI-01571,Cusco,Medio,Media,91602.57,4092.41,0.4631,0.4727,Clase_B_riesgo_medio
CLI-00457,Lima,Medio,Baja,65074.31,3381.18,0.4482,0.3298,Clase_C_alto_riesgo
CLI-00244,Lima,Muy alto,Alta,87247.91,4204.79,0.1983,0.7659,Clase_A_bajo_riesgo
CLI-00227,Junín,Medio,Muy alta,76133.39,3983.57,0.02,0.8868,Clase_A_bajo_riesgo
CLI-01423,Lima,Alto,Media,64189.74,3142.12,0.2862,0.5526,Clase_B_riesgo_medio
CLI-01604,Lima,Bajo,Alta,54402.17,2435.64,0.2896,0.5628,Clase_B_riesgo_medio
CLI-00763,Lima,Medio,Media,101224.01,5732.54,0.6505,0.3458,Clase_C_alto_riesgo
CLI-00945,Lima,Alto,Muy alta,99052.74,4179.24,0.0745,0.7638,Clase_A_bajo_riesgo
CLI-00962,Cusco,Medio,Media,33687.21,1742.98,0.1523,0.6906,Clase_A_bajo_riesgo
CLI-00981,Lima,Medio,Muy alta,70171.35,3156.85,0.3861,0.5918,Clase_B_riesgo_medio
CLI-00116,Piura,Bajo,Alta,55494.07,2926.09,0.1817,0.8108,Clase_A_bajo_riesgo
CLI-01814,Lima,Medio,Muy baja,48494.35,2757.1,0.5544,0.1511,Clase_C_alto_riesgo
CLI-00474,Piura,Alto,Media,46582.09,2398.97,0.1839,0.6494,Clase_A_bajo_riesgo
CLI-01424,Lima,Bajo,Muy baja,29023.96,1489.23,0.4402,0.3944,Clase_C_alto_riesgo
CLI-00284,Lima,Bajo,Media,33410.76,2242.8,0.3323,0.4746,Clase_C_alto_riesgo
CLI-01225,Lima,Bajo,Baja,32748.01,1692.15,0.298,0.5302,Clase_C_alto_riesgo
CLI-01226,Cusco,Alto,Muy alta,63908.54,3390.65,0.0272,0.98,Clase_A_bajo_riesgo
CLI-00623,Lima,Medio,Muy baja,47234.42,2070.85,0.3416,0.7118,Clase_A_bajo_riesgo
CLI-00472,Junín,Muy alto,Muy alta,55246.1,2953.99,0.144,0.8803,Clase_A_bajo_riesgo
CLI-01291,Lima,Bajo,Baja,50649.41,1891.15,0.3084,0.5886,Clase_C_alto_riesgo
CLI-00710,La Libertad,Medio,Alta,93748.84,4409.08,0.1137,0.7361,Clase_A_bajo_riesgo
CLI-01237,Piura,Bajo,Baja,58050.71,2502.97,0.3694,0.503,Clase_C_alto_riesgo
CLI-00009,Cusco,Bajo,Muy alta,36381.98,2213.11,0.0776,0.8757,Clase_A_bajo_riesgo
CLI-01639,Junín,Medio,Media,60159.23,3328.87,0.3334,0.5019,Clase_B_riesgo_medio
CLI-00508,Piura,Medio,Muy baja,31008.3,1595.47,0.5153,0.2745,Clase_C_alto_riesgo
CLI-01292,Lima,Alto,Muy alta,104689.07,5275.93,0.2417,0.615,Clase_A_bajo_riesgo
CLI-01422,Arequipa,Medio,Muy alta,68597.71,2916.51,0.0913,0.8347,Clase_A_bajo_riesgo
CLI-01895,Cusco,Alto,Media,67496.49,3654.25,0.2273,0.6418,Clase_B_riesgo_medio
CLI-01833,Cusco,Alto,Muy baja,26695.35,1865.71,0.5608,0.3242,Clase_C_alto_riesgo
CLI-00551,Arequipa,Medio,Muy baja,58755.82,2589.33,0.5102,0.3132,Clase_C_alto_riesgo
CLI-01656,Junín,Bajo,Alta,31085.59,1511.7,0.1119,0.7269,Clase_B_riesgo_medio
CLI-00090,Arequipa,Medio,Alta,37850.54,1717.4,0.2415,0.6535,Clase_C_alto_riesgo
CLI-00747,Lima,Medio,Media,92375.4,4328.0,0.1131,0.6783,Clase_A_bajo_riesgo
CLI-00287,Arequipa,Muy alto,Media,91514.52,4405.25,0.3575,0.5213,Clase_A_bajo_riesgo
CLI-00678,Lima,Bajo,Media,36276.6,1677.91,0.1819,0.5079,Clase_B_riesgo_medio
CLI-00276,Arequipa,Medio,Muy alta,48184.48,2197.36,0.1029,0.7846,Clase_A_bajo_riesgo
CLI-01258,Arequipa,Bajo,Baja,53177.15,2580.54,0.4116,0.4165,Clase_C_alto_riesgo
CLI-01067,Lima,Bajo,Muy baja,25036.92,1641.49,0.3465,0.4124,Clase_C_alto_riesgo
CLI-01819,Cusco,Alto,Muy alta,100089.34,5046.09,0.0242,0.8813,Clase_A_bajo_riesgo
CLI-01794,La Libertad,Alto,Baja,95434.03,4894.19,0.5821,0.4182,Clase_B_riesgo_medio
CLI-00486,Junín,Muy alto,Alta,69334.45,3861.3,0.3189,0.5235,Clase_B_riesgo_medio
CLI-01566,Arequipa,Alto,Alta,52820.02,2131.47,0.2183,0.645,Clase_B_riesgo_medio
CLI-01984,Arequipa,Bajo,Media,51732.28,2679.43,0.2269,0.6628,Clase_B_riesgo_medio
CLI-01617,Junín,Medio,Baja,20708.1,1381.78,0.3127,0.5294,Clase_C_alto_riesgo
CLI-01764,Arequipa,Medio,Baja,56161.82,2740.25,0.3717,0.4778,Clase_B_riesgo_medio
CLI-01772,Piura,Alto,Alta,56137.63,2571.83,0.1614,0.6908,Clase_A_bajo_riesgo
CLI-01003,Piura,Bajo,Baja,42398.78,2192.81,0.3452,0.4618,Clase_C_alto_riesgo
CLI-01962,Lima,Medio,Media,68213.52,3866.78,0.3027,0.7884,Clase_A_bajo_riesgo
CLI-01076,Arequipa,Alto,Muy alta,71804.59,2606.49,0.1462,0.8117,Clase_A_bajo_riesgo
CLI-00861,La Libertad,Alto,Alta,48692.33,2873.05,0.2149,0.6736,Clase_A_bajo_riesgo
CLI-01444,Arequipa,Muy alto,Muy baja,100332.15,4723.01,0.5851,0.2949,Clase_B_riesgo_medio
CLI-01919,Lima,Alto,Muy alta,60215.75,3163.72,0.077,0.8705,Clase_A_bajo_riesgo
CLI-01420,Junín,Bajo,Media,84272.15,3525.8,0.4231,0.496,Clase_C_alto_riesgo
CLI-00601,Lima,Medio,Alta,55569.86,2383.39,0.1374,0.6322,Clase_B_riesgo_medio
CLI-00953,Lima,Alto,Muy alta,91627.93,4694.09,0.4819,0.4555,Clase_B_riesgo_medio
CLI-01928,Arequipa,Medio,Media,120979.44,4547.1,0.6597,0.2014,Clase_C_alto_riesgo
CLI-00185,Lima,Medio,Baja,33859.66,1708.1,0.4415,0.4797,Clase_C_alto_riesgo
CLI-00920,Lima,Medio,Muy baja,23322.33,1450.46,0.4395,0.3994,Clase_C_alto_riesgo
CLI-01196,Piura,Medio,Baja,26484.11,1707.1,0.3208,0.5421,Clase_B_riesgo_medio
CLI-00859,Cusco,Bajo,Media,35146.6,2065.24,0.1819,0.5292,Clase_B_riesgo_medio
CLI-00135,Junín,Alto,Baja,96302.24,3878.29,0.4579,0.3843,Clase_B_riesgo_medio
CLI-01159,Piura,Alto,Baja,38621.0,2394.09,0.2997,0.5211,Clase_B_riesgo_medio
CLI-00358,Cusco,Bajo,Media,50547.24,2308.55,0.2956,0.4455,Clase_C_alto_riesgo
CLI-00686,Cusco,Bajo,Alta,25052.72,1075.31,0.1685,0.7333,Clase_C_alto_riesgo
CLI-01465,Junín,Bajo,Muy baja,30116.09,1624.02,0.7413,0.1412,Clase_C_alto_riesgo
CLI-01520,Junín,Bajo,Alta,64229.42,3018.85,0.1943,0.7156,Clase_B_riesgo_medio
CLI-00975,Lima,Medio,Muy alta,75112.24,4392.18,0.02,0.98,Clase_A_bajo_riesgo
CLI-00069,Lima,Bajo,Media,30582.91,1580.12,0.3063,0.608,Clase_B_riesgo_medio
CLI-01071,Lima,Alto,Alta,65847.78,3469.0,0.0292,0.9762,Clase_A_bajo_riesgo
CLI-01359,Lima,Alto,Muy baja,50583.28,2775.28,0.3756,0.5124,Clase_C_alto_riesgo
CLI-00221,Cusco,Alto,Alta,71845.04,3857.84,0.2169,0.7743,Clase_A_bajo_riesgo
CLI-00767,La Libertad,Medio,Media,45260.47,1897.29,0.3461,0.4791,Clase_B_riesgo_medio
CLI-00753,Cusco,Bajo,Baja,24641.78,1503.54,0.4703,0.3606,Clase_C_alto_riesgo
CLI-01831,Junín,Medio,Media,53808.51,3015.59,0.2096,0.612,Clase_B_riesgo_medio
CLI-01603,Lima,Bajo,Baja,26040.3,1735.63,0.1724,0.5555,Clase_A_bajo_riesgo
CLI-00830,Arequipa,Bajo,Muy baja,34258.29,1756.18,0.6398,0.2639,Clase_C_alto_riesgo
CLI-00408,Lima,Bajo,Media,43029.07,2014.04,0.5035,0.4205,Clase_C_alto_riesgo
CLI-01638,Lima,Bajo,Media,26099.66,1250.49,0.1874,0.6089,Clase_A_bajo_riesgo
CLI-01311,Lima,Alto,Alta,61748.74,2988.57,0.2363,0.6939,Clase_B_riesgo_medio
CLI-01570,Arequipa,Alto,Baja,49235.94,2637.57,0.3323,0.6005,Clase_B_riesgo_medio
CLI-01271,La Libertad,Bajo,Alta,43868.16,2176.73,0.3032,0.7581,Clase_B_riesgo_medio
CLI-01449,Junín,Medio,Baja,43863.48,1813.35,0.4696,0.4376,Clase_C_alto_riesgo
CLI-01369,Lima,Bajo,Muy baja,24899.67,1287.73,0.4986,0.2947,Clase_C_alto_riesgo
CLI-00438,Piura,Medio,Muy alta,77315.33,3043.88,0.0221,0.9233,Clase_A_bajo_riesgo
CLI-00766,Cusco,Muy alto,Muy alta,38086.09,2267.77,0.2854,0.7937,Clase_A_bajo_riesgo
CLI-00097,Arequipa,Medio,Muy baja,57508.93,2814.13,0.4282,0.2947,Clase_C_alto_riesgo
CLI-01694,Lima,Bajo,Baja,111148.64,4808.9,0.6642,0.2726,Clase_C_alto_riesgo
CLI-01050,Lima,Bajo,Media,15000.0,634.49,0.2368,0.6522,Clase_C_alto_riesgo
CLI-00252,Lima,Alto,Muy alta,129030.96,7061.42,0.4408,0.4688,Clase_B_riesgo_medio
CLI-01723,Lima,Muy alto,Alta,102501.96,4604.57,0.313,0.5644,Clase_A_bajo_riesgo
CLI-01652,Lima,Medio,Muy baja,42642.85,2102.9,0.717,0.0552,Clase_C_alto_riesgo
CLI-00852,La Libertad,Bajo,Alta,53672.94,2710.27,0.1322,0.7088,Clase_B_riesgo_medio
CLI-01382,Lima,Medio,Media,66914.59,3132.32,0.1686,0.7066,Clase_A_bajo_riesgo
CLI-01147,Piura,Alto,Baja,36069.38,1747.55,0.599,0.3988,Clase_C_alto_riesgo
CLI-01761,Arequipa,Bajo,Alta,70503.9,3704.19,0.1284,0.7377,Clase_A_bajo_riesgo
CLI-01788,Cusco,Medio,Alta,74252.26,3992.41,0.255,0.7318,Clase_A_bajo_riesgo
CLI-00200,La Libertad,Medio,Muy baja,22271.9,1132.21,0.7526,0.1506,Clase_C_alto_riesgo
CLI-01990,La Libertad,Alto,Muy baja,54703.01,1996.36,0.5096,0.3952,Clase_C_alto_riesgo
CLI-00646,Piura,Medio,Alta,53135.25,3166.71,0.2025,0.6685,Clase_B_riesgo_medio
CLI-01841,Lima,Medio,Alta,67985.77,3227.43,0.44,0.5018,Clase_B_riesgo_medio
CLI-00610,La Libertad,Bajo,Muy alta,69239.93,3053.33,0.1725,0.7976,Clase_A_bajo_riesgo
CLI-00656,Lima,Medio,Baja,51902.11,2348.93,0.4895,0.4285,Clase_C_alto_riesgo
CLI-00294,Lima,Medio,Media,31040.51,1783.53,0.4484,0.5027,Clase_B_riesgo_medio
CLI-01044,Cusco,Medio,Alta,33048.15,1845.89,0.02,0.8329,Clase_A_bajo_riesgo
CLI-00933,Junín,Bajo,Media,27792.58,1408.68,0.2658,0.5752,Clase_C_alto_riesgo
CLI-01096,Lima,Alto,Alta,39151.05,1893.55,0.164,0.7937,Clase_A_bajo_riesgo
CLI-00134,Lima,Medio,Media,19431.15,1052.92,0.3173,0.6788,Clase_C_alto_riesgo
CLI-01385,Cusco,Bajo,Media,21120.24,911.75,0.2027,0.7724,Clase_C_alto_riesgo
CLI-00149,Lima,Medio,Media,61215.91,3223.85,0.2115,0.5985,Clase_B_riesgo_medio
CLI-00772,Piura,Bajo,Muy alta,45046.77,2100.98,0.1416,0.8517,Clase_A_bajo_riesgo
CLI-01171,Cusco,Medio,Baja,95395.4,5242.23,0.7006,0.2885,Clase_B_riesgo_medio
CLI-00682,Lima,Alto,Alta,52684.84,2449.6,0.3116,0.7565,Clase_A_bajo_riesgo
CLI-00959,Lima,Bajo,Alta,38475.4,1955.64,0.1379,0.8038,Clase_A_bajo_riesgo
CLI-01179,La Libertad,Alto,Muy baja,31532.95,1601.06,0.2717,0.6215,Clase_A_bajo_riesgo
CLI-00208,La Libertad,Alto,Alta,124522.1,5255.47,0.5144,0.3837,Clase_B_riesgo_medio
CLI-01211,Arequipa,Bajo,Media,32677.94,1950.08,0.2636,0.6243,Clase_B_riesgo_medio
CLI-01014,Lima,Medio,Media,47049.72,2687.79,0.2791,0.6833,Clase_B_riesgo_medio
CLI-01039,Lima,Bajo,Media,64021.49,2893.2,0.2697,0.5467,Clase_B_riesgo_medio
CLI-01595,La Libertad,Medio,Muy baja,45722.77,2414.0,0.5381,0.2322,Clase_C_alto_riesgo
CLI-01937,Lima,Medio,Alta,47870.67,2835.49,0.1988,0.7113,Clase_B_riesgo_medio
CLI-00415,Cusco,Medio,Muy alta,56494.5,2622.21,0.3248,0.6071,Clase_B_riesgo_medio
CLI-01612,Cusco,Bajo,Media,57110.7,2858.84,0.2976,0.5266,Clase_C_alto_riesgo
CLI-01306,Piura,Medio,Media,77798.6,3808.44,0.3797,0.5264,Clase_C_alto_riesgo
CLI-00581,Arequipa,Bajo,Muy baja,36650.36,1866.29,0.6118,0.2988,Clase_C_alto_riesgo
CLI-00168,Lima,Bajo,Media,50542.19,2705.91,0.2554,0.5804,Clase_B_riesgo_medio
CLI-01056,Lima,Muy alto,Media,34663.83,1435.84,0.2945,0.6948,Clase_A_bajo_riesgo
CLI-00451,La Libertad,Bajo,Muy alta,25264.64,1436.94,0.1634,0.6998,Clase_B_riesgo_medio
CLI-01539,Lima,Alto,Muy alta,71959.58,4346.12,0.0994,0.7907,Clase_A_bajo_riesgo
CLI-01826,Arequipa,Bajo,Muy baja,39897.22,2121.07,0.6241,0.1878,Clase_C_alto_riesgo
CLI-00841,Lima,Medio,Media,93384.78,5061.01,0.3802,0.4918,Clase_B_riesgo_medio
CLI-00251,Lima,Bajo,Media,38772.23,1615.58,0.0911,0.6665,Clase_B_riesgo_medio
CLI-01740,Lima,Medio,Baja,32675.54,1639.95,0.1656,0.5752,Clase_A_bajo_riesgo
CLI-01624,Junín,Alto,Alta,66223.73,3479.11,0.2379,0.7752,Clase_B_riesgo_medio
CLI-01402,Lima,Bajo,Baja,54125.11,3311.14,0.4406,0.4433,Clase_B_riesgo_medio
CLI-01886,Arequipa,Muy alto,Baja,51592.26,1889.54,0.4314,0.3878,Clase_B_riesgo_medio
CLI-00330,Lima,Bajo,Baja,54321.33,2938.59,0.3883,0.5118,Clase_B_riesgo_medio
CLI-00913,Cusco,Alto,Media,73670.84,4010.73,0.3992,0.5472,Clase_B_riesgo_medio
CLI-00179,Junín,Alto,Alta,35277.01,1776.68,0.065,0.9361,Clase_A_bajo_riesgo
CLI-01781,Lima,Medio,Muy alta,72650.79,3532.05,0.174,0.7474,Clase_A_bajo_riesgo
CLI-00050,Lima,Bajo,Media,57842.14,3064.88,0.3263,0.6188,Clase_B_riesgo_medio
CLI-00333,Lima,Medio,Media,44167.01,2138.25,0.2227,0.6047,Clase_B_riesgo_medio
CLI-00827,Lima,Alto,Media,65009.92,3751.14,0.4772,0.4394,Clase_C_alto_riesgo
CLI-01019,Junín,Bajo,Media,42043.93,2466.77,0.2565,0.5349,Clase_B_riesgo_medio
CLI-01568,Lima,Alto,Baja,17769.49,1086.45,0.3553,0.6302,Clase_B_riesgo_medio
CLI-00884,Lima,Bajo,Muy alta,56445.66,3115.68,0.0978,0.7337,Clase_B_riesgo_medio
CLI-00880,Lima,Bajo,Media,38786.4,1445.68,0.1464,0.6604,Clase_B_riesgo_medio
CLI-01165,Lima,Bajo,Media,67084.45,3566.97,0.3196,0.5488,Clase_B_riesgo_medio
CLI-00833,Lima,Bajo,Baja,22205.84,1564.35,0.3547,0.5975,Clase_C_alto_riesgo
CLI-01218,La Libertad,Bajo,Muy baja,53932.17,2952.26,0.7529,0.0794,Clase_C_alto_riesgo
CLI-00850,Cusco,Medio,Media,39365.45,2067.77,0.4167,0.4498,Clase_C_alto_riesgo
CLI-01643,Arequipa,Medio,Alta,60637.43,2602.3,0.2081,0.846,Clase_A_bajo_riesgo
CLI-01970,Lima,Medio,Muy alta,49740.62,2509.36,0.0479,0.8266,Clase_A_bajo_riesgo
CLI-01379,Lima,Bajo,Media,45813.75,2277.82,0.2693,0.6136,Clase_B_riesgo_medio
CLI-00115,Cusco,Medio,Baja,69907.96,3250.7,0.4243,0.5598,Clase_C_alto_riesgo
CLI-01653,Lima,Alto,Muy alta,79020.74,4060.6,0.02,0.9152,Clase_A_bajo_riesgo
CLI-00193,Junín,Alto,Media,48660.82,2434.08,0.2949,0.6129,Clase_A_bajo_riesgo
CLI-01714,Arequipa,Medio,Alta,83854.97,4365.93,0.3951,0.4901,Clase_C_alto_riesgo
CLI-01557,Cusco,Bajo,Baja,43516.08,2074.46,0.4182,0.5493,Clase_C_alto_riesgo
CLI-00085,Lima,Medio,Muy baja,26527.37,1386.37,0.506,0.3138,Clase_C_alto_riesgo
CLI-00715,Lima,Bajo,Baja,27805.8,2143.4,0.1906,0.7678,Clase_A_bajo_riesgo
CLI-01109,La Libertad,Medio,Baja,55856.48,2996.16,0.3374,0.4838,Clase_B_riesgo_medio
CLI-00429,Lima,Medio,Media,38393.21,1688.46,0.2165,0.6141,Clase_A_bajo_riesgo
CLI-01683,Cusco,Alto,Baja,43633.34,1981.29,0.2981,0.5669,Clase_A_bajo_riesgo
CLI-01538,La Libertad,Medio,Muy baja,46382.88,2327.53,0.7469,0.1052,Clase_C_alto_riesgo
CLI-00141,Junín,Alto,Muy baja,38243.42,1981.77,0.4864,0.4183,Clase_C_alto_riesgo
CLI-00574,Cusco,Medio,Media,36507.95,1979.18,0.2936,0.5574,Clase_B_riesgo_medio
CLI-00198,Piura,Alto,Alta,55662.4,3202.32,0.0527,0.8294,Clase_A_bajo_riesgo
CLI-01112,Lima,Bajo,Media,60064.59,3297.49,0.2561,0.5897,Clase_B_riesgo_medio
CLI-00598,Lima,Medio,Baja,23666.34,1246.76,0.2296,0.6166,Clase_A_bajo_riesgo
CLI-01932,Cusco,Bajo,Media,32171.55,1736.61,0.27,0.6986,Clase_C_alto_riesgo
CLI-00572,Piura,Alto,Muy alta,24584.35,1404.17,0.1313,0.821,Clase_A_bajo_riesgo
CLI-00019,Arequipa,Bajo,Alta,24164.06,1450.78,0.2278,0.6904,Clase_B_riesgo_medio
CLI-01556,Lima,Medio,Alta,57276.73,2884.26,0.1506,0.7885,Clase_A_bajo_riesgo
CLI-00603,Lima,Alto,Media,66996.21,3592.54,0.3458,0.5971,Clase_A_bajo_riesgo
CLI-00788,Lima,Bajo,Media,59701.95,3026.16,0.1792,0.7216,Clase_B_riesgo_medio
CLI-00889,Lima,Alto,Alta,77363.18,3670.67,0.2243,0.6601,Clase_A_bajo_riesgo
